,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
69,2019/2020,2222007,W L Seaton Secondary,22,Vernon,Public,2701 41 Ave,Vernon,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.2729109,-119.2679834,Public,2019,Vernon,Gr 12 enrolment: 165,0.8,9.2,45.8,71.9,4.6,98.6,20.5,6.8
70,2019/2020,2222017,Vernon Secondary,22,Vernon,Public,2100-15th St,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.25761457,-119.2525325,Public,2015,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,67.5,10.8,98.8,4.3,5.9
71,2019/2020,2222017,Vernon Secondary,22,Vernon,Public,2100-15th St,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.25761457,-119.2525325,Public,2016,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,69.2,8.7,97.8,10.1,6.5
72,2019/2020,2222017,Vernon Secondary,22,Vernon,Public,2100-15th St,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.25761457,-119.2525325,Public,2017,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,69.6,5.3,97.8,15.0,6.9
73,2019/2020,2222017,Vernon Secondary,22,Vernon,Public,2100-15th St,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.25761457,-119.2525325,Public,2018,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,71.3,7.1,100.0,8.0,7.3
74,2019/2020,2222017,Vernon Secondary,22,Vernon,Public,2100-15th St,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.25761457,-119.2525325,Public,2019,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,69.1,6.1,95.0,11.2,5.9
75,2019/2020,2222022,Kalamalka Secondary,22,Vernon,Public,7900 McClounie Rd,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.22296705,-119.2488864,Public,2015,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,71.2,6.8,96.5,5.0,6.8
76,2019/2020,2222022,Kalamalka Secondary,22,Vernon,Public,7900 McClounie Rd,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.22296705,-119.2488864,Public,2016,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,71.2,8.1,95.1,8.9,6.7
77,2019/2020,2222022,Kalamalka Secondary,22,Vernon,Public,7900 McClounie Rd,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.22296705,-119.2488864,Public,2017,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,69.4,7.7,98.2,9.7,7.0
78,2019/2020,2222022,Kalamalka Secondary,22,Vernon,Public,7900 McClounie Rd,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.22296705,-119.2488864,Public,2018,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,71.7,5.2,100.0,5.6,6.6
79,2019/2020,2222022,Kalamalka Secondary,22,Vernon,Public,7900 McClounie Rd,Vernon,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.22296705,-119.2488864,Public,2019,Vernon,Gr 12 enrolment: 112,0.0,9.8,0.0,70.2,2.7,100.0,17.7,6.9
80,2019/2020,2222025,Clarence Fulton Secondary,22,Vernon,Public,2301 Fulton Rd,Vernon,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.2493786,-119.3092733,Public,2015,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,65.3,14.0,98.4,6.4,5.2
81,2019/2020,2222025,Clarence Fulton Secondary,22,Vernon,Public,2301 Fulton Rd,Vernon,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.2493786,-119.3092733,Public,2016,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,65.0,10.6,97.3,10.0,5.8
82,2019/2020,2222025,Clarence Fulton Secondary,22,Vernon,Public,2301 Fulton Rd,Vernon,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.2493786,-119.3092733,Public,2017,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,64.2,11.5,98.5,14.6,5.4
83,2019/2020,2222025,Clarence Fulton Secondary,22,Vernon,Public,2301 Fulton Rd,Vernon,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.2493786,-119.3092733,Public,2018,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,69.5,8.1,98.3,3.4,7.0
84,2019/2020,2222025,Clarence Fulton Secondary,22,Vernon,Public,2301 Fulton Rd,Vernon,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.2493786,-119.3092733,Public,2019,Vernon,Gr 12 enrolment: 137,0.0,11.9,0.0,66.2,6.4,97.2,14.0,6.2
85,2019/2020,2222027,Charles Bloom Elementary Secondary,22,Vernon,Public,PO Box 220,Lumby,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.24996886,-118.9641854,Public,2015,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,60.4,22.4,94.9,26.9,3.7
86,2019/2020,2222027,Charles Bloom Elementary Secondary,22,Vernon,Public,PO Box 220,Lumby,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.24996886,-118.9641854,Public,2016,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,59.7,24.5,93.8,21.4,3.2
87,2019/2020,2222027,Charles Bloom Elementary Secondary,22,Vernon,Public,PO Box 220,Lumby,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.24996886,-118.9641854,Public,2017,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,60.3,18.4,91.5,34.5,3.1
88,2019/2020,2222027,Charles Bloom Elementary Secondary,22,Vernon,Public,PO Box 220,Lumby,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.24996886,-118.9641854,Public,2018,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,64.3,13.2,97.4,12.7,5.1
89,2019/2020,2222027,Charles Bloom Elementary Secondary,22,Vernon,Public,PO Box 220,Lumby,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.24996886,-118.9641854,Public,2019,Lumby,Gr 12 enrolment: 56,0.0,12.2,0.0,67.7,10.2,100.0,15.2,5.6
90,2019/2020,2323044,Rutland Senior Secondary,23,Central Okanagan,Public,705 Rutland Rd N,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8969396,-119.3837848,Public,2015,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,65.4,11.2,97.7,6.0,5.6
91,2019/2020,2323044,Rutland Senior Secondary,23,Central Okanagan,Public,705 Rutland Rd N,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8969396,-119.3837848,Public,2016,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,64.7,13.8,97.7,9.3,5.4
92,2019/2020,2323044,Rutland Senior Secondary,23,Central Okanagan,Public,705 Rutland Rd N,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8969396,-119.3837848,Public,2017,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,66.2,8.8,96.2,10.4,6.0
93,2019/2020,2323044,Rutland Senior Secondary,23,Central Okanagan,Public,705 Rutland Rd N,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8969396,-119.3837848,Public,2018,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,66.7,9.4,97.9,9.7,5.7
94,2019/2020,2323044,Rutland Senior Secondary,23,Central Okanagan,Public,705 Rutland Rd N,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8969396,-119.3837848,Public,2019,Kelowna,Gr 12 enrolment: 390,2.6,12.7,0.1,66.3,9.0,97.4,6.8,6.1
95,2019/2020,2323051,Mount Boucherie Senior Secondary,23,Central Okanagan,Public,2751 Cameron Rd,West Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8582874,-119.5844001,Public,2015,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,65.9,10.9,98.9,4.9,5.8
96,2019/2020,2323051,Mount Boucherie Senior Secondary,23,Central Okanagan,Public,2751 Cameron Rd,West Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8582874,-119.5844001,Public,2016,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,65.3,14.5,98.9,4.6,5.7
97,2019/2020,2323051,Mount Boucherie Senior Secondary,23,Central Okanagan,Public,2751 Cameron Rd,West Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8582874,-119.5844001,Public,2017,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,65.6,11.0,98.2,2.2,6.5
98,2019/2020,2323051,Mount Boucherie Senior Secondary,23,Central Okanagan,Public,2751 Cameron Rd,West Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8582874,-119.5844001,Public,2018,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,70.0,6.7,97.6,4.7,6.8
99,2019/2020,2323051,Mount Boucherie Senior Secondary,23,Central Okanagan,Public,2751 Cameron Rd,West Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8582874,-119.5844001,Public,2019,West Kelowna,Gr 12 enrolment: 416,0.5,12.5,0.0,67.9,8.5,98.2,3.7,6.8
100,2019/2020,2323059,Okanagan Mission Secondary,23,Central Okanagan,Public,4544 Gordon Dr,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8185945,-119.4851097,Public,2015,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,76.9,2.9,99.0,0.0,8.4
101,2019/2020,2323059,Okanagan Mission Secondary,23,Central Okanagan,Public,4544 Gordon Dr,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8185945,-119.4851097,Public,2016,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,76.4,3.6,99.0,0.0,8.3
102,2019/2020,2323059,Okanagan Mission Secondary,23,Central Okanagan,Public,4544 Gordon Dr,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8185945,-119.4851097,Public,2017,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,72.7,3.9,99.1,0.4,8.0
103,2019/2020,2323059,Okanagan Mission Secondary,23,Central Okanagan,Public,4544 Gordon Dr,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8185945,-119.4851097,Public,2018,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,75.5,3.6,99.5,0.3,7.9
104,2019/2020,2323059,Okanagan Mission Secondary,23,Central Okanagan,Public,4544 Gordon Dr,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.8185945,-119.4851097,Public,2019,Kelowna,Gr 12 enrolment: 253,0.8,10.0,0.1,74.2,2.6,99.1,2.8,7.5
105,2019/2020,2323076,Kelowna Secondary,23,Central Okanagan,Public,1079 Raymer Ave,Kelowna,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.8640577,-119.4783557,Public,2015,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,69.8,7.1,97.9,5.6,6.9
106,2019/2020,2323076,Kelowna Secondary,23,Central Okanagan,Public,1079 Raymer Ave,Kelowna,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.8640577,-119.4783557,Public,2016,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,70.1,7.1,98.5,3.1,7.1
107,2019/2020,2323076,Kelowna Secondary,23,Central Okanagan,Public,1079 Raymer Ave,Kelowna,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.8640577,-119.4783557,Public,2017,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,69.2,6.5,99.0,1.4,7.2
108,2019/2020,2323076,Kelowna Secondary,23,Central Okanagan,Public,1079 Raymer Ave,Kelowna,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.8640577,-119.4783557,Public,2018,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,71.2,5.4,98.6,2.1,7.2
109,2019/2020,2323076,Kelowna Secondary,23,Central Okanagan,Public,1079 Raymer Ave,Kelowna,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.8640577,-119.4783557,Public,2019,Kelowna,Gr 12 enrolment: 551,1.3,8.3,21.3,69.5,4.2,98.9,0.8,7.0
110,2019/2020,2323080,George Elliot Secondary,23,Central Okanagan,Public,10241 Bottom Wood Lake Rd,Winfield,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.03038078,-119.400767,Public,2015,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,67.8,7.9,98.6,1.7,6.8
111,2019/2020,2323080,George Elliot Secondary,23,Central Okanagan,Public,10241 Bottom Wood Lake Rd,Winfield,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.03038078,-119.400767,Public,2016,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,67.0,8.0,99.2,10.1,6.4
112,2019/2020,2323080,George Elliot Secondary,23,Central Okanagan,Public,10241 Bottom Wood Lake Rd,Winfield,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.03038078,-119.400767,Public,2017,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,66.7,6.0,99.2,3.6,7.4
113,2019/2020,2323080,George Elliot Secondary,23,Central Okanagan,Public,10241 Bottom Wood Lake Rd,Winfield,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.03038078,-119.400767,Public,2018,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,71.8,7.4,98.2,4.3,7.3
114,2019/2020,2323080,George Elliot Secondary,23,Central Okanagan,Public,10241 Bottom Wood Lake Rd,Winfield,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.03038078,-119.400767,Public,2019,Winfield,Gr 12 enrolment: 161,0.3,13.1,0.0,71.7,4.5,98.6,3.0,7.1
115,2019/2020,2396013,Immaculata Regional High School,23,Central Okanagan,Independent,1493 K.L.O. Rd,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.86037865,-119.4656809,Independent,2015,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,73.8,6.7,100.0,5.3,7.2
116,2019/2020,2396013,Immaculata Regional High School,23,Central Okanagan,Independent,1493 K.L.O. Rd,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.86037865,-119.4656809,Independent,2016,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,73.4,7.8,95.0,0.0,6.4
117,2019/2020,2396013,Immaculata Regional High School,23,Central Okanagan,Independent,1493 K.L.O. Rd,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.86037865,-119.4656809,Independent,2017,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,69.0,9.3,100.0,0.8,7.4
118,2019/2020,2396013,Immaculata Regional High School,23,Central Okanagan,Independent,1493 K.L.O. Rd,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.86037865,-119.4656809,Independent,2018,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,68.1,12.8,97.3,6.6,5.8
119,2019/2020,2396013,Immaculata Regional High School,23,Central Okanagan,Independent,1493 K.L.O. Rd,Kelowna,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.86037865,-119.4656809,Independent,2019,Kelowna,Gr 12 enrolment: 45,0.4,6.3,0.8,74.4,2.6,97.7,0.0,7.9
120,2019/2020,2396825,Aberdeen Hall Senior,23,Central Okanagan,Independent,890 Academy Way,Kelowna,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.9345587,-119.4026296,Independent,2015,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,75.6,3.9,100.0,0.0,7.7
121,2019/2020,2396825,Aberdeen Hall Senior,23,Central Okanagan,Independent,890 Academy Way,Kelowna,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.9345587,-119.4026296,Independent,2016,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,78.8,2.0,100.0,4.0,8.1
122,2019/2020,2396825,Aberdeen Hall Senior,23,Central Okanagan,Independent,890 Academy Way,Kelowna,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.9345587,-119.4026296,Independent,2017,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,73.0,5.3,100.0,0.9,7.0
123,2019/2020,2396825,Aberdeen Hall Senior,23,Central Okanagan,Independent,890 Academy Way,Kelowna,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.9345587,-119.4026296,Independent,2018,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,75.3,2.0,100.0,0.8,7.9
124,2019/2020,2396825,Aberdeen Hall Senior,23,Central Okanagan,Independent,890 Academy Way,Kelowna,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.9345587,-119.4026296,Independent,2019,Kelowna,Gr 12 enrolment: 44,0.0,9.7,0.0,74.7,2.4,100.0,3.5,7.9
125,2019/2020,2727056,Peter Skene Ogden Secondary,27,Cariboo-Chilcotin,Public,PO Box 910,100 Mile House,Standard School                         ,SECONDARY,YES,YES,NO,NO,51.637295,-121.3017027,Public,2015,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,65.1,13.7,97.6,19.5,5.3
126,2019/2020,2727056,Peter Skene Ogden Secondary,27,Cariboo-Chilcotin,Public,PO Box 910,100 Mile House,Standard School                         ,SECONDARY,YES,YES,NO,NO,51.637295,-121.3017027,Public,2016,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,65.4,11.7,94.1,19.4,5.3
127,2019/2020,2727056,Peter Skene Ogden Secondary,27,Cariboo-Chilcotin,Public,PO Box 910,100 Mile House,Standard School                         ,SECONDARY,YES,YES,NO,NO,51.637295,-121.3017027,Public,2017,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,67.6,9.6,95.0,21.0,5.7
128,2019/2020,2727056,Peter Skene Ogden Secondary,27,Cariboo-Chilcotin,Public,PO Box 910,100 Mile House,Standard School                         ,SECONDARY,YES,YES,NO,NO,51.637295,-121.3017027,Public,2018,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,72.0,4.7,96.3,24.6,6.8
129,2019/2020,2727056,Peter Skene Ogden Secondary,27,Cariboo-Chilcotin,Public,PO Box 910,100 Mile House,Standard School                         ,SECONDARY,YES,YES,NO,NO,51.637295,-121.3017027,Public,2019,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,66.0,8.5,96.9,31.5,4.9
130,2019/2020,2727072,Lake City Secondary,27,Cariboo-Chilcotin,Public,640 Carson Drive,Williams Lake,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,52.13645719,-122.1407661,Public,2015,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,60.8,23.6,88.2,25.0,2.5
131,2019/2020,2727072,Lake City Secondary,27,Cariboo-Chilcotin,Public,640 Carson Drive,Williams Lake,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,52.13645719,-122.1407661,Public,2016,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,60.8,24.5,90.7,16.9,3.4
132,2019/2020,2727072,Lake City Secondary,27,Cariboo-Chilcotin,Public,640 Carson Drive,Williams Lake,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,52.13645719,-122.1407661,Public,2017,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,63.7,14.4,87.2,23.6,5.1
133,2019/2020,2727072,Lake City Secondary,27,Cariboo-Chilcotin,Public,640 Carson Drive,Williams Lake,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,52.13645719,-122.1407661,Public,2018,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,68.1,7.8,89.1,22.0,5.6
134,2019/2020,2727072,Lake City Secondary,27,Cariboo-Chilcotin,Public,640 Carson Drive,Williams Lake,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,52.13645719,-122.1407661,Public,2019,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,69.2,7.2,90.7,23.2,5.8
135,2019/2020,2828034,Correlieu Secondary School,28,Quesnel,Public,850 Anderson Dr,Quesnel,Standard School                         ,SECONDARY,YES,YES,NO,NO,52.96707585,-122.5165789,Public,2015,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,63.6,13.7,96.2,11.3,4.9
136,2019/2020,2828034,Correlieu Secondary School,28,Quesnel,Public,850 Anderson Dr,Quesnel,Standard School                         ,SECONDARY,YES,YES,NO,NO,52.96707585,-122.5165789,Public,2016,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,61.8,17.9,94.4,17.2,4.4
137,2019/2020,2828034,Correlieu Secondary School,28,Quesnel,Public,850 Anderson Dr,Quesnel,Standard School                         ,SECONDARY,YES,YES,NO,NO,52.96707585,-122.5165789,Public,2017,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,62.2,16.4,93.3,18.2,3.9
138,2019/2020,2828034,Correlieu Secondary School,28,Quesnel,Public,850 Anderson Dr,Quesnel,Standard School                         ,SECONDARY,YES,YES,NO,NO,52.96707585,-122.5165789,Public,2018,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,67.0,9.4,94.1,27.0,5.5
139,2019/2020,2828034,Correlieu Secondary School,28,Quesnel,Public,850 Anderson Dr,Quesnel,Standard School                         ,SECONDARY,YES,YES,NO,NO,52.96707585,-122.5165789,Public,2019,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,65.0,10.4,97.1,24.8,5.5
140,2019/2020,3333012,Chilliwack Secondary,33,Chilliwack,Public,46363 Yale Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.17662007,-121.942509,Public,2015,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,64.0,13.4,86.7,27.3,4.0
141,2019/2020,3333012,Chilliwack Secondary,33,Chilliwack,Public,46363 Yale Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.17662007,-121.942509,Public,2016,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,63.6,15.1,91.0,27.4,4.2
142,2019/2020,3333012,Chilliwack Secondary,33,Chilliwack,Public,46363 Yale Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.17662007,-121.942509,Public,2017,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,67.0,7.2,91.1,22.6,5.2
143,2019/2020,3333012,Chilliwack Secondary,33,Chilliwack,Public,46363 Yale Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.17662007,-121.942509,Public,2018,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,67.5,10.1,89.7,26.9,4.6
144,2019/2020,3333012,Chilliwack Secondary,33,Chilliwack,Public,46363 Yale Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.17662007,-121.942509,Public,2019,Chilliwack,Gr 12 enrolment: 391,2.0,15.8,0.0,67.1,9.1,93.7,28.8,5.0
145,2019/2020,3333018,Sardis Secondary,33,Chilliwack,Public,45460 Stevenson Rd,Chilliwack,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.12166539,-121.9675885,Public,2015,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,68.4,9.2,94.1,16.4,6.0
146,2019/2020,3333018,Sardis Secondary,33,Chilliwack,Public,45460 Stevenson Rd,Chilliwack,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.12166539,-121.9675885,Public,2016,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,68.7,9.4,94.8,15.0,6.3
147,2019/2020,3333018,Sardis Secondary,33,Chilliwack,Public,45460 Stevenson Rd,Chilliwack,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.12166539,-121.9675885,Public,2017,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,69.0,5.0,94.5,14.3,7.0
148,2019/2020,3333018,Sardis Secondary,33,Chilliwack,Public,45460 Stevenson Rd,Chilliwack,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.12166539,-121.9675885,Public,2018,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,70.7,4.0,97.5,8.8,7.5
149,2019/2020,3333018,Sardis Secondary,33,Chilliwack,Public,45460 Stevenson Rd,Chilliwack,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.12166539,-121.9675885,Public,2019,Chilliwack,Gr 12 enrolment: 410,1.1,12.4,16.9,68.6,7.1,99.2,4.2,6.8
150,2019/2020,3333044,GW Graham Secondary,33,Chilliwack,Public,45955 Thomas Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.10743438,-121.9529557,Public,2015,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,68.3,6.8,87.9,27.4,5.4
151,2019/2020,3333044,GW Graham Secondary,33,Chilliwack,Public,45955 Thomas Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.10743438,-121.9529557,Public,2016,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,68.7,7.1,94.0,12.6,6.5
152,2019/2020,3333044,GW Graham Secondary,33,Chilliwack,Public,45955 Thomas Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.10743438,-121.9529557,Public,2017,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,71.3,3.0,96.7,10.1,8.0
153,2019/2020,3333044,GW Graham Secondary,33,Chilliwack,Public,45955 Thomas Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.10743438,-121.9529557,Public,2018,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,72.7,1.9,96.6,7.7,8.0
154,2019/2020,3333044,GW Graham Secondary,33,Chilliwack,Public,45955 Thomas Rd,Chilliwack,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.10743438,-121.9529557,Public,2019,Chilliwack,Gr 12 enrolment: 228,0.7,13.1,0.0,70.2,5.0,94.8,9.3,6.0
155,2019/2020,3434022,Abbotsford Senior Secondary School,34,Abbotsford,Public,33355 Bevan  Ave,Abbotsford,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.04359461,-122.3001517,Public,2015,Abbotsford,Gr 12 enrolment: 272,4.1,12.2,0.0,65.6,14.1,95.0,12.6,5.3
156,2019/2020,3434022,Abbotsford Senior Secondary School,34,Abbotsford,Public,33355 Bevan  Ave,Abbotsford,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.04359461,-122.3001517,Public,2016,Abbotsford,Gr 12 enrolment: 272,4.1,12.2,0.0,66.1,10.9,94.6,19.6,5.5
