,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
616,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Public,2016,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,67.7,12.0,84.8,22.8,4.5
617,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Public,2017,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,64.5,15.2,88.8,15.5,4.4
618,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Public,2018,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,65.2,15.8,90.5,13.8,4.3
619,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Public,2019,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,68.9,9.0,95.1,15.4,5.5
620,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Public,2015,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,70.7,9.7,96.3,11.9,6.0
621,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Public,2016,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,71.3,8.8,91.3,15.9,5.5
622,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Public,2017,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,70.8,6.8,92.3,16.9,6.8
623,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Public,2018,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,72.4,8.4,91.5,15.6,5.8
624,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Public,2019,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,71.1,8.2,98.6,10.5,6.4
625,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Public,2015,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,63.4,19.6,90.0,25.0,3.4
626,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Public,2016,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,61.8,21.4,84.3,26.0,2.6
627,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Public,2017,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,62.1,18.3,84.1,33.8,2.9
628,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Public,2018,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,64.4,15.8,93.1,26.2,4.1
629,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Public,2019,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,64.5,15.5,93.5,29.4,3.4
630,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,Independent,2015,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,76.4,2.4,99.2,1.3,8.6
631,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,Independent,2016,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,75.2,3.6,100.0,0.1,8.2
632,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,Independent,2017,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,75.1,1.7,99.2,0.0,8.6
633,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,Independent,2018,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,76.4,0.0,100.0,0.0,8.5
634,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,Independent,2019,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,75.9,1.7,100.0,0.0,8.3
635,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Public,2015,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,66.4,11.7,98.6,10.6,5.9
636,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Public,2016,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,67.1,11.5,96.6,12.1,6.1
637,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Public,2017,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,68.7,9.0,95.7,6.2,7.1
638,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Public,2018,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,67.7,10.0,96.9,5.9,6.1
639,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Public,2019,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,68.2,9.5,99.1,3.3,6.6
640,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Public,2015,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,60.2,24.3,97.1,24.2,2.8
641,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Public,2016,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,62.1,19.2,93.1,16.7,4.3
642,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Public,2017,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,63.3,15.8,88.3,27.4,4.4
643,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Public,2018,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,60.3,26.7,91.7,18.4,1.8
644,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Public,2019,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,62.8,25.8,96.9,7.3,4.1
645,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Public,2015,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,65.1,16.0,98.2,13.3,5.0
646,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Public,2016,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,63.8,18.4,96.3,24.7,4.6
647,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Public,2017,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,69.7,2.7,97.2,7.6,8.2
648,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Public,2018,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,66.9,10.6,97.0,6.2,6.2
649,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Public,2019,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,65.4,12.1,98.4,1.3,5.9
650,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Public,2015,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,64.7,14.9,97.4,18.7,5.2
651,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Public,2016,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,61.8,16.8,90.8,25.8,3.6
652,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Public,2017,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,62.8,14.9,92.0,26.8,3.9
653,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Public,2018,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,62.1,15.6,98.2,15.3,3.6
654,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Public,2019,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,64.0,13.9,94.1,23.8,3.3
655,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Public,2015,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,68.1,8.9,95.1,17.0,6.3
656,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Public,2016,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,69.8,9.0,97.1,14.1,6.8
657,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Public,2017,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,68.7,8.8,96.6,12.5,6.1
658,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Public,2018,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,68.9,6.1,96.4,11.2,6.2
659,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Public,2019,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,67.9,5.9,98.3,13.2,6.0
660,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Public,2015,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,61.4,17.7,93.4,18.4,3.5
661,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Public,2016,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,63.4,15.8,94.8,14.4,4.6
662,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Public,2017,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,63.9,10.9,96.3,10.0,5.3
663,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Public,2018,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,65.6,9.3,96.8,7.5,5.7
664,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Public,2019,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,65.4,6.9,97.6,4.7,6.0
665,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Independent,2015,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,78.9,1.3,100.0,0.0,8.4
666,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Independent,2016,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,80.0,0.9,97.7,3.9,8.2
667,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Independent,2017,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,76.9,0.0,100.0,0.0,8.8
668,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Independent,2018,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,79.6,0.0,100.0,0.5,8.3
669,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Independent,2019,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,81.8,0.0,100.0,0.0,9.4
670,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Public,2015,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,65.9,11.8,95.8,7.9,5.8
671,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Public,2016,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,66.5,14.1,93.8,18.0,5.3
672,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Public,2017,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,62.6,17.6,95.4,14.3,4.6
673,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Public,2018,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,68.0,15.0,98.7,12.0,5.6
674,2019/2020,4343076,Centennial School,43,Coquitlam,Public,570 Poirier St,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393,Public,2019,Coquitlam,Gr 12 enrolment: 309,5.6,11.1,0.0,66.5,10.6,96.1,7.5,5.4
675,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Public,2015,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,73.2,9.4,95.8,4.8,7.0
676,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Public,2016,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,72.6,12.0,93.9,12.0,6.2
677,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Public,2017,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,68.8,14.6,90.4,13.3,5.4
678,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Public,2018,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,73.3,15.0,91.1,14.0,5.0
679,2019/2020,4343088,Port Moody Secondary,43,Coquitlam,Public,300 Albert St,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869,Public,2019,Port Moody,Gr 12 enrolment: 328,5.5,10.9,0.0,69.3,14.1,94.9,10.3,4.4
680,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Public,2015,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,72.6,8.3,92.3,9.9,6.6
681,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Public,2016,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,72.9,7.8,93.9,10.4,6.6
682,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Public,2017,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,67.8,12.1,95.3,7.9,6.0
683,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Public,2018,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,68.2,15.3,94.0,5.8,4.8
684,2019/2020,4343125,Gleneagle Secondary,43,Coquitlam,Public,1195 Lansdowne Dr,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089,Public,2019,Coquitlam,Gr 12 enrolment: 331,2.4,9.0,0.0,70.4,10.4,93.2,11.4,5.2
685,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Public,2015,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,74.0,3.8,97.6,6.7,7.6
686,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Public,2016,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,73.8,4.8,96.8,4.8,7.5
687,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Public,2017,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,69.0,9.4,98.2,4.7,7.0
688,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Public,2018,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,72.7,5.9,98.6,0.3,7.3
689,2019/2020,4343127,Heritage Woods Secondary,43,Coquitlam,Public,1300 David Ave,Port Moody,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273,Public,2019,Port Moody,Gr 12 enrolment: 377,6.9,9.8,0.0,71.9,3.8,98.6,2.5,7.6
690,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Public,2015,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,73.6,7.5,96.6,15.2,6.8
691,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Public,2016,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,73.5,7.6,95.1,11.5,7.1
692,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Public,2017,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,67.7,12.6,95.1,13.4,5.7
693,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Public,2018,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,69.3,10.8,93.5,11.7,5.3
694,2019/2020,4343130,Pinetree Secondary,43,Coquitlam,Public,3000 Pinewood Ave,Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845,Public,2019,Coquitlam,Gr 12 enrolment: 433,6.7,6.6,0.0,67.2,12.4,96.4,15.5,4.7
695,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Public,2015,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,68.2,9.6,97.3,7.1,6.4
696,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Public,2016,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,68.1,10.5,95.9,5.6,6.2
697,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Public,2017,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,64.8,13.8,94.3,9.9,5.0
698,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Public,2018,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,67.2,14.9,98.1,8.8,5.3
699,2019/2020,4343132,Ecole Riverside Secondary,43,Coquitlam,Public,2215 Reeve St,Port Coquitlam,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099,Public,2019,Port Coquitlam,Gr 12 enrolment: 381,3.3,13.7,24.3,69.1,8.7,95.4,6.5,5.5
700,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Public,2015,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,67.9,9.6,97.8,10.3,6.3
701,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Public,2016,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,65.5,14.3,91.8,19.6,4.9
702,2019/2020,4343136,Terry Fox Secondary,43,Coquitlam,Public,1260 Riverwood Gate,Port Coquitlam,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185,Public,2017,Port Coquitlam,Gr 12 enrolment: 457,2.0,14.8,0.0,64.4,14.5,92.7,15.6,5.0
