,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME_x,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_NAME_y,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
1979,2019/2020,6296945,Brookes Westshore,62,Sooke,Independent,1939 Sooke Rd,Victoria,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,48.44014015,-123.4742159,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1980,2019/2020,6296945,Brookes Westshore,62,Sooke,Independent,1939 Sooke Rd,Victoria,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,48.44014015,-123.4742159,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1984,2019/2020,6396127,Lakeview Christian School,63,Saanich,Independent,729 Cordova Bay Rd,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,48.5321895,-123.3855671,s,Independent,2019,Victoria,68,0.0,10.5,0.0,67.0,9.4,100.0,1.3,5.7
1985,2019/2020,6396127,Lakeview Christian School,63,Saanich,Independent,729 Cordova Bay Rd,Victoria,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,48.5321895,-123.3855671,s,Independent,2019,Victoria,27,31.6,6.6,0.0,67.7,13.3,100.0,,6.1
1987,2019/2020,6262033,Edward Milne Community School,62,Sooke,Public,PO Box 1010,Sooke,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.38862821,-123.6967774,Edward Milne,Public,2019,Sooke,153,4.4,18.8,9.3,61.7,16.8,98.4,18.8,4.0
1988,2019/2020,6363020,Stelly's Secondary,63,Saanich,Public,1627 Stellys Cross Rd,Saanichton,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.57851774,-123.432356,s,Public,2019,Saanichton,191,1.2,11.6,26.2,70.4,7.4,97.7,4.4,6.3
1989,2019/2020,6363022,Parkland Secondary,63,Saanich,Public,10640 McDonald Park Rd,North Saanich,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.6703958,-123.4217982,Parkland,Public,2019,North Saanich,130,3.6,15.3,0.6,66.4,8.8,100.0,11.1,5.9
1990,2019/2020,6464010,Gulf Islands Secondary,64,Gulf Islands,Public,112 Rainbow Rd,Salt Spring Island,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.85550593,-123.5073606,Gulf Islands,Public,2019,Salt Spring Island,150,0.9,15.0,10.1,65.7,11.4,97.5,24.4,4.3
1992,2019/2020,6715002,Penticton Secondary,67,Okanagan Skaha,Public,158 Eckhardt Ave E,Penticton,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.49179307,-119.5873833,Penticton,Public,2019,Penticton,261,0.6,10.1,19.1,68.9,6.4,98.5,9.6,6.2
1995,2019/2020,6715008,Princess Margaret Secondary,67,Okanagan Skaha,Public,120 Green Ave W,Penticton,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.46275631,-119.5835755,Princess Margaret,Public,2019,Penticton,113,0.0,14.1,0.0,69.1,8.1,99.0,3.5,5.5
1996,2019/2020,6777002,Summerland Secondary,67,Okanagan Skaha,Public,Box 2501,Summerland,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.60201697,-119.6790774,Summerland,Public,2019,Summerland,115,0.0,14.3,23.8,66.8,8.0,100.0,1.6,6.4
2000,2019/2020,6868001,Nanaimo District Secondary,68,Nanaimo-Ladysmith,Public,355 Wakesiah Ave,Nanaimo,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.16104077,-123.9620771,Nanaimo District,Public,2019,Nanaimo,240,2.9,7.6,26.9,70.3,2.5,97.1,16.4,7.3
2002,2019/2020,6868007,Cedar Community Secondary,68,Nanaimo-Ladysmith,Public,1640 Macmillan Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.1142994,-123.8644393,Cedar,Public,2019,Nanaimo,57,3.5,11.9,0.0,65.5,4.7,97.6,17.4,4.7
2008,2019/2020,6868010,Dover Bay Secondary,68,Nanaimo-Ladysmith,Public,6135 McGirr Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.23524753,-124.0330813,Dover Bay,Public,2019,Nanaimo,288,4.0,7.2,0.0,69.9,5.8,97.0,14.3,7.0
2014,2019/2020,6868011,John Barsby Community School,68,Nanaimo-Ladysmith,Public,550 Seventh St,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.14903031,-123.951348,John Barsby,Public,2019,Nanaimo,121,4.2,13.0,0.0,65.2,9.3,98.9,33.4,4.9
2021,2019/2020,6868015,Wellington Secondary,68,Nanaimo-Ladysmith,Public,3135 Mexicana Rd,Nanaimo,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20934873,-124.0002675,Wellington,Public,2019,Nanaimo,178,2.8,7.9,0.0,65.4,11.0,92.7,27.1,4.7
2027,2019/2020,6868002,Ladysmith Secondary,68,Nanaimo-Ladysmith,Public,PO Box 190,Ladysmith,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.99007761,-123.8269535,Ladysmith,Public,2019,Ladysmith,124,1.8,10.6,3.5,66.3,7.8,99.0,12.0,4.5
2028,2019/2020,6896256,Nanaimo Christian School,68,Nanaimo-Ladysmith,Independent,198 Holland Rd,Nanaimo,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.17275932,-123.998298,Nanaimo Christian,Independent,2019,Nanaimo,35,0.0,8.9,0.0,74.5,3.2,100.0,3.2,8.3
2031,2019/2020,6969012,Ecole Secondaire Ballenas Secondary,69,Qualicum,Public,PO Box 1570,Parksville,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.32209963,-124.3385305,Ballenas,Public,2019,Parksville,175,1.9,14.7,9.7,67.8,9.1,97.7,11.4,4.9
2032,2019/2020,6969014,Kwalikum Secondary,69,Qualicum,Public,PO Box 1000,Qualicum Beach,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.34801054,-124.4348075,Kwalikum,Public,2019,Qualicum Beach,108,0.6,11.7,0.0,68.3,6.1,100.0,9.4,7.2
2033,2019/2020,7070001,Alberni District Secondary,70,Alberni,Public,4000 Roger St,Port Alberni,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2535034,-124.7946809,Alberni District,Public,2019,Port Alberni,211,0.9,16.6,11.1,65.0,9.3,96.1,5.5,5.9
2034,2019/2020,7171040,Georges P Vanier Secondary,71,Comox Valley,Public,4830 Headquarters Rd,Courtenay,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.70946949,-124.9982694,Georges P Vanier,Public,2019,Courtenay,233,0.0,14.6,0.0,66.5,8.2,99.0,10.5,6.4
2037,2019/2020,7171054,Mark R. Isfeld Senior Secondary,71,Comox Valley,Public,1551 Lerwick Rd,Courtenay,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.7032621,-124.9590384,Isfeld,Public,2019,Courtenay,224,0.6,9.0,42.7,71.7,6.6,98.0,15.3,6.5
2040,2019/2020,7171041,Highland Secondary,71,Comox Valley,Public,750 Pritchard Rd,Comox,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.68899348,-124.9155529,Highland,Public,2019,Comox,126,1.0,15.8,0.0,71.6,7.8,94.8,9.6,6.7
2041,2019/2020,7272010,Carihi Secondary,72,Campbell River,Public,350 Dogwood St,Campbell River,Standard School                         ,SECONDARY,NO,YES,NO,NO,50.01409557,-125.24911,Carihi,Public,2019,Campbell River,194,0.6,15.4,26.0,73.4,1.7,99.4,11.8,8.6
2044,2019/2020,7272012,Timberline Secondary School,72,Campbell River,Public,1681 South Dogwood St,Campbell River,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.97982638,-125.245079,Timberline,Public,2019,Campbell River,185,0.0,14.8,0.0,70.1,5.6,98.0,16.6,6.0
2047,2019/2020,7324012,South Kamloops Secondary,73,Kamloops-Thompson,Public,821 Munro St,Kamloops,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.66632877,-120.3205156,South Kamloops,Public,2019,Kamloops,185,0.3,9.1,42.7,73.2,3.0,98.9,5.1,7.8
2063,2019/2020,7324045,Valleyview Secondary,73,Kamloops-Thompson,Public,1950 Valleyview Dr,Kamloops,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.67667333,-120.2751239,Valleyview,Public,2019,Kamloops,169,1.7,7.6,0.0,68.9,1.7,99.4,3.4,6.5
2069,2019/2020,7324055,Westsyde Secondary,73,Kamloops-Thompson,Public,855 Bebek Rd,Kamloops,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.76717101,-120.3481901,Westsyde,Public,2019,Kamloops,132,0.0,12.4,0.0,66.3,7.7,98.4,9.8,4.3
2075,2019/2020,7326005,Clearwater Secondary,73,Kamloops-Thompson,Public,440 Murtle Cres,Clearwater,Standard School                         ,SECONDARY,YES,NO,NO,NO,51.64896962,-120.0345677,Clearwater,Public,2019,Clearwater,43,0.5,18.4,0.0,64.4,12.1,94.1,20.9,4.4
2076,2019/2020,7396194,St Ann's Academy,73,Kamloops-Thompson,Independent,205 Columbia St,Kamloops,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.6705172,-120.3372954,s,Independent,2019,Kamloops,41,0.0,8.2,0.0,67.8,7.3,95.1,9.7,5.2
2077,2019/2020,7396280,Kamloops Christian School,73,Kamloops-Thompson,Independent,750 Cottonwood Ave,Kamloops,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.69713896,-120.3683791,s,Independent,2019,Kamloops,41,0.0,8.2,0.0,67.8,7.3,95.1,9.7,5.2
2079,2019/2020,7575014,Mission Senior Secondary,75,Mission,Public,32939 Seventh Ave,Mission,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.14110618,-122.3129219,Mission,Public,2019,Mission,374,2.4,12.5,5.2,65.8,11.3,94.2,17.9,5.0
2080,2019/2020,7832003,Hope Secondary,78,Fraser-Cascade,Public,PO Box 249,Hope,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.38687827,-121.4440732,Hope,Public,2019,Hope,62,2.2,16.6,0.0,68.5,2.6,100.0,19.6,6.8
2081,2019/2020,7876003,Agassiz Elem-Secondary,78,Fraser-Cascade,Public,PO Box 1100,Agassiz,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.23755235,-121.7635157,Agassiz,Public,2019,Agassiz,53,1.6,14.0,0.0,66.6,7.6,90.2,9.0,6.0
2082,2019/2020,7965009,Cowichan Secondary,79,Cowichan Valley,Public,2652 James St,Duncan,Standard School                         ,SECONDARY,YES,YES,NO,NO,48.7812801,-123.7010846,Cowichan,Public,2019,Duncan,286,0.8,13.0,14.3,63.7,14.2,99.2,9.0,4.4
2083,2019/2020,7979047,Cowichan Open School,79,Cowichan Valley,Public,1033 Nagle St,Duncan,Standard School                         ,SECONDARY,NO,NO,NO,NO,48.78633207,-123.7164535,Cowichan,Public,2019,Duncan,286,0.8,13.0,14.3,63.7,14.2,99.2,9.0,4.4
2085,2019/2020,7965039,Frances Kelsey Secondary,79,Cowichan Valley,Public,953 Shawnigan-Mill Bay Rd,Mill Bay,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.66021969,-123.5698241,Frances Kelsey,Public,2019,Mill Bay,180,1.1,14.1,0.0,67.5,5.1,96.6,17.4,5.6
2086,2019/2020,7979044,Lake Cowichan Secondary,79,Cowichan Valley,Public,PO Box 40,Lake Cowichan,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.82078196,-124.0560909,Lake Cowichan,Public,2019,Lake Cowichan,37,0.0,15.9,0.0,61.3,16.7,100.0,27.1,2.3
2087,2019/2020,7979049,Chemainus Secondary,79,Cowichan Valley,Public,9947 Daniel St,Chemainus,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,48.9282665,-123.7247014,Chemainus,Public,2019,Chemainus,44,0.0,14.1,0.0,63.3,13.3,100.0,17.0,4.0
2088,2019/2020,7996005,Brentwood College,79,Cowichan Valley,Independent,2735 Mt Baker Rd,Mill Bay,Standard School                         ,SECONDARY,NO,NO,NO,NO,48.6525,-123.55529,Brentwood College,Independent,2019,Mill Bay,154,0.0,5.6,0.0,80.8,0.7,100.0,4.0,9.8
2089,2019/2020,7996006,Shawnigan Lake,79,Cowichan Valley,Independent,1975 Renfrew Rd,Shawnigan Lake,Standard School                         ,SECONDARY,YES,NO,NO,NO,48.65735499,-123.6388876,Shawnigan Lake,Independent,2019,Shawnigan Lake,130,0.0,5.7,0.0,74.0,2.3,99.2,0.0,7.4
2090,2019/2020,7996956,St John's Academy Shawnigan Lake,79,Cowichan Valley,Independent,2371 Shawnigan Lake Road,Shawnigan Lake,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,48.6360797,-123.630043,Shawnigan Lake,Independent,2019,Shawnigan Lake,130,0.0,5.7,0.0,74.0,2.3,99.2,0.0,7.4
2091,2019/2020,8181013,Fort Nelson Secondary,81,Fort Nelson,Public,PO Box 90,Fort Nelson,Standard School                         ,SECONDARY,YES,NO,NO,NO,58.80992582,-122.71259,Fort Nelson,Public,2019,Fort Nelson,44,1.9,13.0,0.0,59.4,28.2,94.9,12.0,5.0
2093,2019/2020,8282039,Mount Elizabeth Middle/Secondary,82,Coast Mountains,Public,1491 Kingfisher Ave N,Kitimat,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,54.06111577,-128.6252248,Mount Elizabeth,Public,2019,Kitimat,73,0.0,17.5,8.0,65.8,14.3,92.7,31.8,1.7
2094,2019/2020,8288006,Hazelton Secondary,82,Coast Mountains,Public,PO Box 300,Hazelton,Standard School                         ,SECONDARY,YES,YES,NO,NO,55.26442362,-127.6468443,Hazelton,Public,2019,Hazelton,75,8.7,23.8,3.7,54.2,38.6,86.7,53.9,0.0
2095,2019/2020,8288024,Caledonia Secondary,82,Coast Mountains,Public,3605 Munroe St,Terrace,Standard School                         ,SECONDARY,YES,YES,NO,NO,54.52484003,-128.6065435,Caledonia,Public,2019,Terrace,156,0.0,16.2,7.1,70.1,6.8,90.4,23.8,5.7
2096,2019/2020,8321004,Pleasant Valley Secondary,83,North Okanagan-Shuswap,Public,2365 Pleasant Valley Rd,Armstrong,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.43759557,-119.2091304,Pleasant Valley,Public,2019,Armstrong,116,0.0,20.8,0.0,66.2,9.5,94.4,23.0,5.0
2097,2019/2020,8383035,Salmon Arm Secondary,83,North Okanagan-Shuswap,Public,PO Box 1000 STN Main,Salmon Arm,Standard School                         ,SECONDARY,YES,YES,NO,NO,50.7123519,-119.2537932,Salmon Arm,Public,2019,Salmon Arm,318,1.2,17.2,17.2,69.4,3.1,97.7,,6.8
2101,2019/2020,8585018,North Island Secondary,85,Vancouver Island North,Public,PO Box 100,Port McNeill,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.58500773,-127.07843,North Island,Public,2019,Port McNeill,57,13.7,25.0,0.0,69.5,2.9,100.0,20.1,6.6
2102,2019/2020,8585026,Port Hardy Secondary,85,Vancouver Island North,Public,PO Box 27,Port Hardy,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.72478166,-127.506524,Port Hardy,Public,2019,Port Hardy,45,11.0,27.6,0.0,59.4,24.2,91.2,35.0,0.7
2104,2019/2020,9191023,Lakes District Secondary,91,Nechako Lakes,Public,Box 3000,Burns Lake,Standard School                         ,SECONDARY,YES,NO,NO,NO,54.23468529,-125.7698915,Lakes District,Public,2019,Burns Lake,60,0.0,22.4,0.0,67.7,10.9,90.0,16.0,5.1
2105,2019/2020,9156002,Fraser Lake Elem-Secondary,91,Nechako Lakes,Public,PO Bag Service 1002,Fraser Lake,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,54.05909175,-124.8482654,Fraser Lake,Public,2019,Fraser Lake,31,0.0,18.8,0.0,57.0,31.4,100.0,19.9,2.1
2106,2019/2020,9156007,Fort St James Secondary,91,Nechako Lakes,Public,PO Box 220,Fort St James,Standard School                         ,SECONDARY,YES,NO,NO,NO,54.4442984,-124.2499406,Fort St James,Public,2019,Fort St James,46,0.0,27.6,0.0,59.2,25.7,97.4,42.8,0.0
2107,2019/2020,9191024,Nechako Valley Secondary,91,Nechako Lakes,Public,PO Box 950,Vanderhoof,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,54.01800563,-124.0053372,Nechako Valley,Public,2019,Vanderhoof,81,0.0,16.6,4.1,66.5,8.2,98.7,2.8,6.4
