,SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME_x,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,SCHOOL_NAME_y,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL,SCHOOL_NAME_y
590,2019/2020,4141001,Burnaby Central Secondary,41,Burnaby,Public,6011 Deer Lake Parkway,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.24328035,-122.9753878,Burnaby Central,Public,2015,Burnaby,Gr 12 enrolment: 318,3.7,8.1,0.0,68.4,12.2,96.3,14.2,5.5,Burnaby Central
591,2019/2020,4141001,Burnaby Central Secondary,41,Burnaby,Public,6011 Deer Lake Parkway,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.24328035,-122.9753878,Burnaby Central,Public,2016,Burnaby,Gr 12 enrolment: 318,3.7,8.1,0.0,69.4,11.2,91.2,13.6,5.8,Burnaby Central
592,2019/2020,4141001,Burnaby Central Secondary,41,Burnaby,Public,6011 Deer Lake Parkway,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.24328035,-122.9753878,Burnaby Central,Public,2017,Burnaby,Gr 12 enrolment: 318,3.7,8.1,0.0,65.4,15.1,86.9,18.5,4.7,Burnaby Central
593,2019/2020,4141001,Burnaby Central Secondary,41,Burnaby,Public,6011 Deer Lake Parkway,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.24328035,-122.9753878,Burnaby Central,Public,2018,Burnaby,Gr 12 enrolment: 318,3.7,8.1,0.0,69.9,8.7,94.0,11.7,6.4,Burnaby Central
594,2019/2020,4141001,Burnaby Central Secondary,41,Burnaby,Public,6011 Deer Lake Parkway,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.24328035,-122.9753878,Burnaby Central,Public,2019,Burnaby,Gr 12 enrolment: 318,3.7,8.1,0.0,70.5,7.4,97.2,9.7,6.5,Burnaby Central
595,2019/2020,4141002,Burnaby North Secondary,41,Burnaby,Public,751 Hammarskjold Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792697,-122.9736179,Burnaby North,Public,2015,Burnaby,Gr 12 enrolment: 378,5.8,7.5,0.4,70.4,11.2,95.6,10.6,5.9,Burnaby North
596,2019/2020,4141002,Burnaby North Secondary,41,Burnaby,Public,751 Hammarskjold Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792697,-122.9736179,Burnaby North,Public,2016,Burnaby,Gr 12 enrolment: 378,5.8,7.5,0.4,71.2,10.2,94.0,9.9,6.1,Burnaby North
597,2019/2020,4141002,Burnaby North Secondary,41,Burnaby,Public,751 Hammarskjold Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792697,-122.9736179,Burnaby North,Public,2017,Burnaby,Gr 12 enrolment: 378,5.8,7.5,0.4,65.2,17.9,90.7,15.2,3.9,Burnaby North
598,2019/2020,4141002,Burnaby North Secondary,41,Burnaby,Public,751 Hammarskjold Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792697,-122.9736179,Burnaby North,Public,2018,Burnaby,Gr 12 enrolment: 378,5.8,7.5,0.4,69.4,11.7,92.0,12.6,5.0,Burnaby North
599,2019/2020,4141002,Burnaby North Secondary,41,Burnaby,Public,751 Hammarskjold Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27792697,-122.9736179,Burnaby North,Public,2019,Burnaby,Gr 12 enrolment: 378,5.8,7.5,0.4,68.7,10.1,96.6,17.2,5.1,Burnaby North
600,2019/2020,4141005,Alpha Secondary,41,Burnaby,Public,4600 Parker St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.27614405,-122.9988847,Alpha,Public,2015,Burnaby,Gr 12 enrolment: 252,4.7,10.7,12.5,68.3,11.5,94.8,15.0,5.5,Alpha
601,2019/2020,4141005,Alpha Secondary,41,Burnaby,Public,4600 Parker St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.27614405,-122.9988847,Alpha,Public,2016,Burnaby,Gr 12 enrolment: 252,4.7,10.7,12.5,67.6,11.7,91.4,13.6,5.3,Alpha
602,2019/2020,4141005,Alpha Secondary,41,Burnaby,Public,4600 Parker St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.27614405,-122.9988847,Alpha,Public,2017,Burnaby,Gr 12 enrolment: 252,4.7,10.7,12.5,65.1,16.2,87.7,17.7,3.6,Alpha
603,2019/2020,4141005,Alpha Secondary,41,Burnaby,Public,4600 Parker St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.27614405,-122.9988847,Alpha,Public,2018,Burnaby,Gr 12 enrolment: 252,4.7,10.7,12.5,68.7,10.0,95.6,10.2,5.4,Alpha
604,2019/2020,4141005,Alpha Secondary,41,Burnaby,Public,4600 Parker St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.27614405,-122.9988847,Alpha,Public,2019,Burnaby,Gr 12 enrolment: 252,4.7,10.7,12.5,68.6,13.4,97.2,6.7,5.2,Alpha
605,2019/2020,4141007,Cariboo Hill Secondary,41,Burnaby,Public,8580 16th Ave,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.23223519,-122.9147664,Cariboo Hill,Public,2015,Burnaby,Gr 12 enrolment: 134,6.9,8.2,18.7,66.9,13.7,91.5,17.5,5.2,Cariboo Hill
606,2019/2020,4141007,Cariboo Hill Secondary,41,Burnaby,Public,8580 16th Ave,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.23223519,-122.9147664,Cariboo Hill,Public,2016,Burnaby,Gr 12 enrolment: 134,6.9,8.2,18.7,69.4,10.0,87.0,17.5,5.6,Cariboo Hill
607,2019/2020,4141007,Cariboo Hill Secondary,41,Burnaby,Public,8580 16th Ave,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.23223519,-122.9147664,Cariboo Hill,Public,2017,Burnaby,Gr 12 enrolment: 134,6.9,8.2,18.7,67.0,10.4,92.0,21.7,5.5,Cariboo Hill
608,2019/2020,4141007,Cariboo Hill Secondary,41,Burnaby,Public,8580 16th Ave,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.23223519,-122.9147664,Cariboo Hill,Public,2018,Burnaby,Gr 12 enrolment: 134,6.9,8.2,18.7,74.3,3.1,82.5,28.2,5.9,Cariboo Hill
609,2019/2020,4141007,Cariboo Hill Secondary,41,Burnaby,Public,8580 16th Ave,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.23223519,-122.9147664,Cariboo Hill,Public,2019,Burnaby,Gr 12 enrolment: 134,6.9,8.2,18.7,72.3,4.2,99.0,12.9,8.1,Cariboo Hill
610,2019/2020,4141011,Moscrop Secondary,41,Burnaby,Public,4433 Moscrop St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.24364037,-123.0043338,Moscrop,Public,2015,Burnaby,Gr 12 enrolment: 321,5.1,6.0,23.0,74.2,6.0,96.8,16.3,7.2,Moscrop
611,2019/2020,4141011,Moscrop Secondary,41,Burnaby,Public,4433 Moscrop St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.24364037,-123.0043338,Moscrop,Public,2016,Burnaby,Gr 12 enrolment: 321,5.1,6.0,23.0,73.6,6.5,91.7,14.1,6.8,Moscrop
612,2019/2020,4141011,Moscrop Secondary,41,Burnaby,Public,4433 Moscrop St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.24364037,-123.0043338,Moscrop,Public,2017,Burnaby,Gr 12 enrolment: 321,5.1,6.0,23.0,72.2,7.3,92.9,13.3,6.8,Moscrop
613,2019/2020,4141011,Moscrop Secondary,41,Burnaby,Public,4433 Moscrop St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.24364037,-123.0043338,Moscrop,Public,2018,Burnaby,Gr 12 enrolment: 321,5.1,6.0,23.0,71.9,8.5,96.1,13.1,6.6,Moscrop
614,2019/2020,4141011,Moscrop Secondary,41,Burnaby,Public,4433 Moscrop St,Burnaby,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.24364037,-123.0043338,Moscrop,Public,2019,Burnaby,Gr 12 enrolment: 321,5.1,6.0,23.0,73.0,2.8,96.0,9.4,7.6,Moscrop
615,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Burnaby South,Public,2015,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,67.7,13.6,94.8,18.3,5.2,Burnaby South
616,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Burnaby South,Public,2016,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,67.7,12.0,84.8,22.8,4.5,Burnaby South
617,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Burnaby South,Public,2017,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,64.5,15.2,88.8,15.5,4.4,Burnaby South
618,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Burnaby South,Public,2018,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,65.2,15.8,90.5,13.8,4.3,Burnaby South
619,2019/2020,4141062,Burnaby South Secondary,41,Burnaby,Public,5455 Rumble St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21589848,-122.9853242,Burnaby South,Public,2019,Burnaby,Gr 12 enrolment: 362,9.7,8.7,0.1,68.9,9.0,95.1,15.4,5.5,Burnaby South
620,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Burnaby Mountain,Public,2015,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,70.7,9.7,96.3,11.9,6.0,Burnaby Mountain
621,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Burnaby Mountain,Public,2016,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,71.3,8.8,91.3,15.9,5.5,Burnaby Mountain
622,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Burnaby Mountain,Public,2017,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,70.8,6.8,92.3,16.9,6.8,Burnaby Mountain
623,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Burnaby Mountain,Public,2018,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,72.4,8.4,91.5,15.6,5.8,Burnaby Mountain
624,2019/2020,4141063,Burnaby Mountain Secondary,41,Burnaby,Public,8800 Eastlake Dr,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25503117,-122.9113957,Burnaby Mountain,Public,2019,Burnaby,Gr 12 enrolment: 341,2.6,11.2,0.0,71.1,8.2,98.6,10.5,6.4,Burnaby Mountain
625,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Byrne Creek,Public,2015,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,63.4,19.6,90.0,25.0,3.4,Byrne Creek
626,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Byrne Creek,Public,2016,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,61.8,21.4,84.3,26.0,2.6,Byrne Creek
627,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Byrne Creek,Public,2017,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,62.1,18.3,84.1,33.8,2.9,Byrne Creek
628,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Byrne Creek,Public,2018,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,64.4,15.8,93.1,26.2,4.1,Byrne Creek
629,2019/2020,4141068,Byrne Creek Community Secondary,41,Burnaby,Public,7777 18th St,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.20827338,-122.9517931,Byrne Creek,Public,2019,Burnaby,Gr 12 enrolment: 268,11.8,11.4,0.3,64.5,15.5,93.5,29.4,3.4,Byrne Creek
630,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,St Thomas More,Independent,2015,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,76.4,2.4,99.2,1.3,8.6,St Thomas More
631,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,St Thomas More,Independent,2016,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,75.2,3.6,100.0,0.1,8.2,St Thomas More
632,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,St Thomas More,Independent,2017,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,75.1,1.7,99.2,0.0,8.6,St Thomas More
633,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,St Thomas More,Independent,2018,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,76.4,0.0,100.0,0.0,8.5,St Thomas More
634,2019/2020,4196031,St Thomas More Collegiate,41,Burnaby,Independent,7450 12th Ave,Burnaby,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21521054,-122.9381237,St Thomas More,Independent,2019,Burnaby,Gr 12 enrolment: 123,0.0,6.5,0.0,75.9,1.7,100.0,0.0,8.3,St Thomas More
635,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Maple Ridge,Public,2015,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,66.4,11.7,98.6,10.6,5.9,Maple Ridge
636,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Maple Ridge,Public,2016,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,67.1,11.5,96.6,12.1,6.1,Maple Ridge
637,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Maple Ridge,Public,2017,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,68.7,9.0,95.7,6.2,7.1,Maple Ridge
638,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Maple Ridge,Public,2018,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,67.7,10.0,96.9,5.9,6.1,Maple Ridge
639,2019/2020,4242001,Maple Ridge Secondary,42,Maple Ridge-Pitt Meadows,Public,21911 122 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.22512032,-122.6150948,Maple Ridge,Public,2019,Maple Ridge,Gr 12 enrolment: 224,0.6,9.8,21.7,68.2,9.5,99.1,3.3,6.6,Maple Ridge
640,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Garibaldi,Public,2015,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,60.2,24.3,97.1,24.2,2.8,Garibaldi
641,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Garibaldi,Public,2016,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,62.1,19.2,93.1,16.7,4.3,Garibaldi
642,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Garibaldi,Public,2017,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,63.3,15.8,88.3,27.4,4.4,Garibaldi
643,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Garibaldi,Public,2018,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,60.3,26.7,91.7,18.4,1.8,Garibaldi
644,2019/2020,4242002,Garibaldi Secondary,42,Maple Ridge-Pitt Meadows,Public,24789 Dewdney Trunk Rd,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22149454,-122.5364037,Garibaldi,Public,2019,Maple Ridge,Gr 12 enrolment: 140,0.6,14.1,0.0,62.8,25.8,96.9,7.3,4.1,Garibaldi
645,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Pitt Meadows,Public,2015,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,65.1,16.0,98.2,13.3,5.0,Pitt Meadows
646,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Pitt Meadows,Public,2016,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,63.8,18.4,96.3,24.7,4.6,Pitt Meadows
647,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Pitt Meadows,Public,2017,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,69.7,2.7,97.2,7.6,8.2,Pitt Meadows
648,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Pitt Meadows,Public,2018,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,66.9,10.6,97.0,6.2,6.2,Pitt Meadows
649,2019/2020,4242003,Pitt Meadows Secondary,42,Maple Ridge-Pitt Meadows,Public,19438 116b Ave,Pitt Meadows,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2138903,-122.6823596,Pitt Meadows,Public,2019,Pitt Meadows,Gr 12 enrolment: 127,0.3,16.1,13.3,65.4,12.1,98.4,1.3,5.9,Pitt Meadows
650,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Westview,Public,2015,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,64.7,14.9,97.4,18.7,5.2,Westview
651,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Westview,Public,2016,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,61.8,16.8,90.8,25.8,3.6,Westview
652,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Westview,Public,2017,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,62.8,14.9,92.0,26.8,3.9,Westview
653,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Westview,Public,2018,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,62.1,15.6,98.2,15.3,3.6,Westview
654,2019/2020,4242004,Westview Secondary,42,Maple Ridge-Pitt Meadows,Public,20905 Wicklund Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.22403064,-122.6421617,Westview,Public,2019,Maple Ridge,Gr 12 enrolment: 123,2.6,20.6,0.0,64.0,13.9,94.1,23.8,3.3,Westview
655,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Thomas Haney,Public,2015,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,68.1,8.9,95.1,17.0,6.3,Thomas Haney
656,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Thomas Haney,Public,2016,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,69.8,9.0,97.1,14.1,6.8,Thomas Haney
657,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Thomas Haney,Public,2017,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,68.7,8.8,96.6,12.5,6.1,Thomas Haney
658,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Thomas Haney,Public,2018,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,68.9,6.1,96.4,11.2,6.2,Thomas Haney
659,2019/2020,4242038,Thomas Haney Centre,42,Maple Ridge-Pitt Meadows,Public,23000 116 Ave,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.21178891,-122.5815814,Thomas Haney,Public,2019,Maple Ridge,Gr 12 enrolment: 223,1.9,12.6,0.0,67.9,5.9,98.3,13.2,6.0,Thomas Haney
660,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Samuel Robertson,Public,2015,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,61.4,17.7,93.4,18.4,3.5,Samuel Robertson
661,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Samuel Robertson,Public,2016,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,63.4,15.8,94.8,14.4,4.6,Samuel Robertson
662,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Samuel Robertson,Public,2017,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,63.9,10.9,96.3,10.0,5.3,Samuel Robertson
663,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Samuel Robertson,Public,2018,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,65.6,9.3,96.8,7.5,5.7,Samuel Robertson
664,2019/2020,4242045,Samuel Robertson Technical Secondary,42,Maple Ridge-Pitt Meadows,Public,10445 245 St,Maple Ridge,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.19265196,-122.5434536,Samuel Robertson,Public,2019,Maple Ridge,Gr 12 enrolment: 193,0.3,14.0,0.0,65.4,6.9,97.6,4.7,6.0,Samuel Robertson
665,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Meadowridge,Independent,2015,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,78.9,1.3,100.0,0.0,8.4,Meadowridge
666,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Meadowridge,Independent,2016,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,80.0,0.9,97.7,3.9,8.2,Meadowridge
667,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Meadowridge,Independent,2017,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,76.9,0.0,100.0,0.0,8.8,Meadowridge
668,2019/2020,4296400,Meadowridge School,42,Maple Ridge-Pitt Meadows,Independent,12224 240 St,Maple Ridge,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.22433412,-122.5543349,Meadowridge,Independent,2018,Maple Ridge,Gr 12 enrolment: 45,0.0,0.0,0.0,79.6,0.0,100.0,0.5,8.3,Meadowridge
