SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2019/2020,4343074,Blakeburn Elementary,043,Coquitlam,Public School,1040 Riverside Dr,Port Coquitlam                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.26325674,-122.7414532
2019/2020,4343076,Centennial School,043,Coquitlam,Public School,570 Poirier St,Coquitlam                     ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25236784,-122.8487393
2019/2020,4343078,Como Lake Middle School,043,Coquitlam,Public School,1121 King Albert Ave,Coquitlam                     ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.2517701,-122.8600259
2019/2020,4343080,Ecole Dr Charles Best Secondary,043,Coquitlam,Public School,2525 Como Lake Ave,Coquitlam                     ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.26394856,-122.8224034
2019/2020,4343081,Ecole Maillard Middle,043,Coquitlam,Public School,1300 Rochester Ave,Coquitlam                     ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,49.24445877,-122.8557679
2019/2020,4343082,Ecole Pitt River Middle,043,Coquitlam,Public School,2070 Tyner St,Port Coquitlam                ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,49.25381878,-122.7736264
2019/2020,4343084,Ecole Montgomery Middle,043,Coquitlam,Public School,1900 Edgewood Ave,Coquitlam                     ,Standard School                         ,MIDDLE SCHOOL,YES,NO,YES,NO,49.24419268,-122.8412211
2019/2020,4343086,Ecole Moody Middle,043,Coquitlam,Public School,3115 St. Johns St,Port Moody                    ,Standard School                         ,MIDDLE SCHOOL,YES,YES,YES,NO,49.27496187,-122.8387839
2019/2020,4343088,Port Moody Secondary,043,Coquitlam,Public School,300 Albert St,Port Moody                    ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.27378581,-122.8677869
2019/2020,4343090,Minnekhada Middle School,043,Coquitlam,Public School,1390 Laurier Ave,Port Coquitlam                ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.27421943,-122.7531013
2019/2020,4343091,Ecole Maple Creek Middle,043,Coquitlam,Public School,3700 Hastings St,Port Coquitlam                ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,49.27911164,-122.7803726
2019/2020,4343093,Ecole Banting Middle,043,Coquitlam,Public School,820 Banting St,Coquitlam                     ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,49.26482164,-122.878017
2019/2020,4343102,Ecole Citadel Middle,043,Coquitlam,Public School,1265 Citadel Dr,Port Coquitlam                ,Standard School                         ,MIDDLE SCHOOL,YES,NO,YES,NO,49.237808,-122.7768483
2019/2020,4343108,Ecole Kwayhquitlum Middle,043,Coquitlam,Public School,3280 Flint St,Port Coquitlam                ,Standard School                         ,MIDDLE SCHOOL,YES,YES,NO,NO,49.2733526,-122.7694027
2019/2020,4343110,Eagle Mountain Middle School,043,Coquitlam,Public School,110 Dogwood Dr,Anmore                        ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.29990575,-122.8411782
2019/2020,4343113,Scott Creek Middle School,043,Coquitlam,Public School,1240 Lansdowne Dr,Coquitlam                     ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.28508858,-122.8132979
2019/2020,4343114,Summit Middle School,043,Coquitlam,Public School,1450 Parkway Blvd,Coquitlam                     ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.29551161,-122.8065631
2019/2020,4343125,Gleneagle Secondary,043,Coquitlam,Public School,1195 Lansdowne Dr,Coquitlam                     ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28418348,-122.8068089
2019/2020,4343127,Heritage Woods Secondary,043,Coquitlam,Public School,1300 David Ave,Port Moody                    ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.29877839,-122.841273
2019/2020,4343130,Pinetree Secondary,043,Coquitlam,Public School,3000 Pinewood Ave,Coquitlam                     ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.28996442,-122.7905845
2019/2020,4343132,Ecole Riverside Secondary,043,Coquitlam,Public School,2215 Reeve St,Port Coquitlam                ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.2560572,-122.789099
2019/2020,4343136,Terry Fox Secondary,043,Coquitlam,Public School,1260 Riverwood Gate,Port Coquitlam                ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.26255813,-122.7483185
2019/2020,4395054,Simon Fraser Youth Day Treatment Centre,043,Coquitlam,Public School,1100C Winslow Ave,Coquitlam                     ,Long Term PRP                           ,NO ENROLMENT REPORTED,NO,NO,NO,NO,49.25319137,-122.8596056
2019/2020,4396074,Our Lady of Fatima,043,Coquitlam,Independent School,315 Walker St,Coquitlam                     ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.24238,-122.8773919
2019/2020,4396137,Queen of All Saints Elementary,043,Coquitlam,Independent School,1405 Como Lake Ave,Coquitlam                     ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.26428777,-122.8538599
2019/2020,4396349,Coquitlam College - Brookmere Secondary,043,Coquitlam,Independent School,516 Brookmere Ave,Coquitlam                     ,Standard School                         ,SECONDARY,NO,NO,NO,NO,49.25071973,-122.8909394
2019/2020,4396380,Our Lady of the Assumption,043,Coquitlam,Independent School,2255 Fraser Ave,Port Coquitlam                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.26965731,-122.7768881
2019/2020,4396579,British Columbia Christian Academy,043,Coquitlam,Independent School,1019 Fernwood Ave,Port Coquitlam                ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.28047757,-122.7435681
2019/2020,4396588,Traditional Learning Academy,043,Coquitlam,Independent School,1189 Rochester Ave,Coquitlam                     ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.24546446,-122.8571616
2019/2020,4396629,Archbishop Carney Regional Secondary,043,Coquitlam,Independent School,1335 Dominion Ave,Port Coquitlam                ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.25918233,-122.7518326
2019/2020,4396635,Hope Lutheran Christian School,043,Coquitlam,Independent School,3151 York St,Port Coquitlam                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.27047985,-122.7651303
2019/2020,4396727,Greater Heights Learning Academy,043,Coquitlam,Independent School,550 Thompson Ave,Coquitlam                     ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.26792063,-122.8906952
2019/2020,4396806,Children of Integrity Montessori,043,Coquitlam,Independent School,2541 Quay Pl,Coquitlam                     ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.27324594,-122.8204026
2019/2020,4396924,Royal Bridge High School,043,Coquitlam,Independent School,301-1123 Westwood St,Coquitlam                     ,Standard School                         ,SECONDARY,NO,NO,NO,NO,49.27863317,-122.7894282
2019/2020,4399143,Coquitlam Open Learning 10-12,043,Coquitlam,Public School,1432 Brunette Ave,Coquitlam                     ,Distributed Learning Programs           ,SECONDARY,NO,NO,NO,NO,49.2402374,-122.8533242
2019/2020,4399179,LINC-CLC,043,Coquitlam,Public School,380 Montgomery St,Coquitlam                     ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.24320965,-122.8399086
2019/2020,4399211,Encompass K-9,043,Coquitlam,Public School,1600 King Albert Ave,Coquitlam                     ,Distributed Learning Programs           ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.25092836,-122.848754
2019/2020,4399220,Encompass 10-12,043,Coquitlam,Public School,1600 King Albert Ave,Coquitlam                     ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.25092836,-122.848754
2019/2020,4399226,Suwa'lkh School,043,Coquitlam,Public School,1432 Brunette Ave,Coquitlam                     ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.24033398,-122.852707
2019/2020,4444000,Continuing Ed SD 44,044,North Vancouver,Public School,3365 Mahon Ave,North Vancouver               ,Continuing Education                    ,NO ENROLMENT REPORTED,NO,NO,NO,NO,49.34034036,-123.0802416
2019/2020,4444001,Lynn Valley Elementary,044,North Vancouver,Public School,3207 Institute Road,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.3388531,-123.037599
2019/2020,4444003,Ridgeway Elementary,044,North Vancouver,Public School,420 8th St E,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.3151843,-123.0616631
2019/2020,4444005,Queen Mary Community Elementary,044,North Vancouver,Public School,230 Keith Rd W,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.31946399,-123.0781236
2019/2020,4444008,Capilano Elementary,044,North Vancouver,Public School,1230 20th St W,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.32799282,-123.1088667
2019/2020,4444009,Westview Elementary,044,North Vancouver,Public School,641 17th St W,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.32379526,-123.0895446
2019/2020,4444011,Highlands Elementary,044,North Vancouver,Public School,3150 Colwood Dr,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.33844939,-123.0970453
2019/2020,4444012,Sutherland Secondary,044,North Vancouver,Public School,1860 Sutherland Ave,North Vancouver               ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32614261,-123.0527789
2019/2020,4444013,Norgate Community Elementary,044,North Vancouver,Public School,1295 Sowden St,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.32110439,-123.1103507
2019/2020,4444014,Canyon Heights Elementary,044,North Vancouver,Public School,4501 Highland Blvd,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.35291974,-123.0955581
2019/2020,4444016,Queensbury Elementary,044,North Vancouver,Public School,2020 Moody Ave,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.32768446,-123.0590294
2019/2020,4444017,Eastview Elementary,044,North Vancouver,Public School,1801 Mountain Hwy,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.3249295,-123.0398737
2019/2020,4444019,Seymour Heights Elementary,044,North Vancouver,Public School,2640 Carnation St,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.31863657,-123.0008545
2019/2020,4444021,Upper Lynn Elementary,044,North Vancouver,Public School,1540 Coleman St,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.35126937,-123.0305075
2019/2020,4444022,Argyle Secondary,044,North Vancouver,Public School,1131 Frederick Rd,North Vancouver               ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34127323,-123.0421697
2019/2020,4444023,Carisbrooke Elementary,044,North Vancouver,Public School,510 Carisbrooke Rd E,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.34213136,-123.0630851
2019/2020,4444024,Braemar Elementary,044,North Vancouver,Public School,3600 Mahon Ave,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,YES,YES,NO,49.34266232,-123.0791526
2019/2020,4444025,Handsworth Secondary,044,North Vancouver,Public School,1044 Edgewood Rd,North Vancouver               ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.35140441,-123.1008365
2019/2020,4444026,Windsor Secondary,044,North Vancouver,Public School,931 Broadview Dr,North Vancouver               ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.31386993,-122.9979818
2019/2020,4444027,Cleveland Elementary,044,North Vancouver,Public School,1255 Eldon Rd,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.34673406,-123.1086991
2019/2020,4444029,Ross Road Elementary,044,North Vancouver,Public School,2875 Bushnell Pl,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.33481128,-123.0307742
2019/2020,4444031,Montroyal Elementary,044,North Vancouver,Public School,5310 Sonora Dr,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.36110857,-123.0976618
2019/2020,4444032,Sherwood Park Elementary,044,North Vancouver,Public School,4085 Dollar Rd,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.3078996,-122.9588885
2019/2020,4444034,Larson Elementary,044,North Vancouver,Public School,2605 Larson Rd,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.33342183,-123.085239
2019/2020,4444036,Carson Graham Secondary,044,North Vancouver,Public School,2145 Jones Ave,North Vancouver               ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.32886505,-123.082976
2019/2020,4444037,Brooksbank Elementary,044,North Vancouver,Public School,980 13th St E,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.32023842,-123.0462344
2019/2020,4444041,Blueridge Elementary,044,North Vancouver,Public School,2650 Bronte Dr,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.32437886,-123.0006448
2019/2020,4444043,Boundary Elementary,044,North Vancouver,Public School,750 26th St E,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,YES,NO,49.33365897,-123.052541
2019/2020,4444046,Lynnmour Elementary School,044,North Vancouver,Public School,800 Forsman Ave,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.31433122,-123.0305828
2019/2020,4444047,Seycove Secondary Community,044,North Vancouver,Public School,1204 Caledonia Ave,North Vancouver               ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3184067,-122.9505872
2019/2020,4444048,Dorothy Lynas Elementary,044,North Vancouver,Public School,4000 Inlet Cres,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.32068827,-122.9615857
2019/2020,4444049,Cove Cliff Elementary,044,North Vancouver,Public School,1818 Banbury Rd,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.3228636,-122.9482552
2019/2020,4496062,St Thomas Aquinas,044,North Vancouver,Independent School,541 Keith Rd W,North Vancouver               ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3194862,-123.08732
2019/2020,4496120,Holy Trinity School,044,North Vancouver,Independent School,128 27th St W,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.33476869,-123.0729885
2019/2020,4496151,St Edmund's,044,North Vancouver,Independent School,535 Mahon Ave,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.31832888,-123.0814455
2019/2020,4496204,Kenneth Gordon,044,North Vancouver,Independent School,420 Seymour River Pl,North Vancouver               ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.3092276,-123.0169476
2019/2020,4496214,Vancouver Waldorf School,044,North Vancouver,Independent School,2725 St. Christopher's Rd,North Vancouver               ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.3338094,-123.0467077
2019/2020,4496551,Bodwell High School,044,North Vancouver,Independent School,955 Harbourside Dr,North Vancouver               ,Standard School                         ,SECONDARY,NO,NO,NO,NO,49.31415615,-123.1011626
2019/2020,4496606,Lions Gate Christian Academy,044,North Vancouver,Independent School,919 Tollcross Rd,North Vancouver               ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.31346537,-122.994489
2019/2020,4496638,Cousteau L'Ecole Francaise Interna'le,044,North Vancouver,Independent School,3657 Fromme Rd,North Vancouver               ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,YES,NO,NO,49.34281473,-123.0452796
2019/2020,4496652,St Pius X Elementary School,044,North Vancouver,Independent School,1150 Mount Seymour Rd,North Vancouver               ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.31750342,-122.9676507
2019/2020,4496654,North Star Montessori Elementary School,044,North Vancouver,Independent School,1325 Keith Rd E,North Vancouver               ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.31163625,-123.0379737
2019/2020,4496739,Brockton Preparatory School,044,North Vancouver,Independent School,3467 Duval Rd,North Vancouver               ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.34087877,-123.0236815
2019/2020,4496861,St Alcuin College for the Liberal Arts,044,North Vancouver,Independent School,200-1046 St. Georges Ave,North Vancouver               ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.31761072,-123.0689805
2019/2020,4499176,North Vancouver Online Learning,044,North Vancouver,Public School,3365 Mahon Ave,North Vancouver               ,Distributed Learning Programs           ,SECONDARY,YES,NO,NO,NO,49.34034036,-123.0802416
2019/2020,4499191,Mountainside Secondary,044,North Vancouver,Public School,3365 Mahon Ave,North Vancouver               ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.34034036,-123.0802416
2019/2020,4545010,Sentinel Secondary,045,West Vancouver,Public School,1250 Chartwell Dr,West Vancouver                ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.34514634,-123.150574
2019/2020,4545015,West Vancouver Secondary,045,West Vancouver,Public School,1750 Mathers Ave,West Vancouver                ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.3378016,-123.1613719
2019/2020,4545019,Bowen Island Community School,045,West Vancouver,Public School,PO Box 220,Bowen Island                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.38136207,-123.3420533
2019/2020,4545020,Caulfeild Elementary,045,West Vancouver,Public School,4685 Keith Rd,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.34489023,-123.2519059
2019/2020,4545025,Ecole Cedardale,045,West Vancouver,Public School,595 Burley Dr,West Vancouver                ,Standard School                         ,ELEMENTARY,NO,YES,NO,NO,49.33312838,-123.1313809
2019/2020,4545030,Chartwell Elementary,045,West Vancouver,Public School,1300 Chartwell Dr,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.34597981,-123.1531035
2019/2020,4545035,Cypress Park Primary,045,West Vancouver,Public School,4355 Marine Dr,West Vancouver                ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.34112749,-123.2385657
2019/2020,4545040,Eagle Harbour Montessori,045,West Vancouver,Public School,5575 Marine Dr,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.35365469,-123.2597197
2019/2020,4545045,Gleneagles Elementary,045,West Vancouver,Public School,6350 Marine Dr,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.36880186,-123.277165
2019/2020,4545055,Hollyburn Elementary,045,West Vancouver,Public School,1329 Duchess Ave,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.3298891,-123.1521542
2019/2020,4545060,Irwin Park Elementary,045,West Vancouver,Public School,2455 Haywood Ave,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.33569434,-123.1801798
2019/2020,4545062,Lions Bay Community School,045,West Vancouver,Public School,PO Box 220 250 Bayview Road,Lions Bay                     ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,49.46461055,-123.2357612
2019/2020,4545065,Ecole Pauline Johnson Elementary,045,West Vancouver,Public School,1150 22nd St,West Vancouver                ,Standard School                         ,ELEMENTARY,NO,YES,YES,NO,49.33503729,-123.1703871
2019/2020,4545070,Ridgeview Elementary,045,West Vancouver,Public School,1250 Mathers Ave,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.33750358,-123.1495055
2019/2020,4545075,West Bay Elementary,045,West Vancouver,Public School,3175 Thompson Pl,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.34358502,-123.2027173
2019/2020,4545080,Westcot Elementary,045,West Vancouver,Public School,760 Westcot Rd,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.34005076,-123.1364657
2019/2020,4545081,Rockridge Secondary,045,West Vancouver,Public School,5350 Headland Dr,West Vancouver                ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.34888411,-123.2529882
2019/2020,4596076,St Anthony's,045,West Vancouver,Independent School,595 Keith Rd,West Vancouver                ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.33178077,-123.1317761
2019/2020,4596367,Collingwood School,045,West Vancouver,Independent School,70 Morven Dr,West Vancouver                ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.3604904,-123.120057
2019/2020,4596639,Island Pacific School,045,West Vancouver,Independent School,671 Carter Road Box 128,Bowen Island                  ,Standard School                         ,MIDDLE SCHOOL,YES,NO,NO,NO,49.38070505,-123.3526554
2019/2020,4596701,Mulgrave School,045,West Vancouver,Independent School,2330 Cypress Bowl Lane,West Vancouver                ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.34950929,-123.1944224
2019/2020,4599309,West Vancouver Inglewood Secondary,045,West Vancouver,Public School,1750 Mathers Ave,West Vancouver                ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.3378016,-123.1613719
2019/2020,4646000,Continuing Ed SD 46,046,Sunshine Coast,Public School,PO Box 369,Gibsons                       ,Continuing Education                    ,SECONDARY,NO,NO,NO,NO,49.47343561,-123.7566681
2019/2020,4646001,Gibsons Elementary,046,Sunshine Coast,Public School,PO Box 548,Gibsons                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.40595325,-123.5140692
2019/2020,4646007,Madeira Park Elementary,046,Sunshine Coast,Public School,General Delivery Box 151,Madeira Park                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.62106213,-124.0259147
2019/2020,4646008,Elphinstone Secondary,046,Sunshine Coast,Public School,PO Box 770,Gibsons                       ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.40744108,-123.5172043
2019/2020,4646009,Roberts Creek Elementary,046,Sunshine Coast,Public School,General Delivery,Roberts Creek                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.4233587,-123.6438959
2019/2020,4646011,Davis Bay Elementary,046,Sunshine Coast,Public School,PO Box 512,Sechelt                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.44387641,-123.723018
2019/2020,4646012,Pender Harbour Elem-Secondary,046,Sunshine Coast,Public School,13639 Highway 101,Madeira Park                  ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,49.64168874,-123.9671085
2019/2020,4646013,Halfmoon Bay Elementary,046,Sunshine Coast,Public School,8086 Northwood Rd RR 1,Halfmoon Bay                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.48227983,-123.8849309
2019/2020,4646015,Langdale Elementary,046,Sunshine Coast,Public School,PO Box 280,Gibsons                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.43932949,-123.4788966
2019/2020,4646016,West Sechelt Elementary,046,Sunshine Coast,Public School,PO Box 220,Sechelt                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.47556583,-123.802249
2019/2020,4646017,Chatelech Secondary,046,Sunshine Coast,Public School,PO Box 1430,Sechelt                       ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.47352508,-123.7689176
2019/2020,4646018,Cedar Grove Elementary,046,Sunshine Coast,Public School,PO Box 1130,Gibsons                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.3926311,-123.535561
2019/2020,4646022,Kinnikinnick Elementary,046,Sunshine Coast,Public School,PO Box 142,Sechelt                       ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.49133545,-123.7755904
2019/2020,4699076,Sunshine Coast Alternative School,046,Sunshine Coast,Public School,PO Box 369,Gibsons                       ,Alternate Programs                      ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.40657574,-123.5136176
2019/2020,4699160,SPIDER Distributed Learning,046,Sunshine Coast,Public School,PO Box 369,Gibsons                       ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.40657574,-123.5136176
2019/2020,4747000,Continuing Ed SD 47,047,Powell River,Public School,5400 Marine Ave,Powell River                  ,Continuing Education                    ,SECONDARY,NO,NO,NO,NO,49.86258188,-124.542512
2019/2020,4747001,James Thomson Elementary,047,Powell River,Public School,6388 Sutherland Ave,Powell River                  ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.8894234,-124.562824
2019/2020,4747004,Westview Learning Centre,047,Powell River,Public School,7105 Nookta St,Powell River                  ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,49.82224913,-124.5159468
2019/2020,4747010,Edgehill Elementary,047,Powell River,Public School,7312 Abbotsford St,Powell River                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8520632,-124.5070945
2019/2020,4747013,Henderson Elementary,047,Powell River,Public School,5506 Willow Ave,Powell River                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8655,-124.544
2019/2020,4747014,Texada Elementary,047,Powell River,Public School,PO Box 40,Van Anda                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.76068995,-124.558259
2019/2020,4747015,Kelly Creek Community School,047,Powell River,Public School,2341 Zilinsky Rd,Powell River                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.77891341,-124.3765874
2019/2020,4747021,Brooks Secondary,047,Powell River,Public School,5400 Marine Ave,Powell River                  ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.86258188,-124.542512
2019/2020,4747022,Westview Elementary,047,Powell River,Public School,3900 Selkirk Ave,Powell River                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.8217796,-124.5183927
2019/2020,4796088,Assumption School,047,Powell River,Independent School,7091 Glacier St,Powell River                  ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.83210126,-124.5168182
2019/2020,4796622,Powell River Christian School,047,Powell River,Independent School,6960 Quesnel St,Powell River                  ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.81268964,-124.5222308
2019/2020,4799161,Partners in Education Program (PIE),047,Powell River,Public School,7105 Nootka Street,Powell River                  ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.833738,-124.515434
2019/2020,4848004,Howe Sound Secondary,048,Sea to Sky,Public School,PO Box 99 STN Main,Squamish                      ,Standard School                         ,SECONDARY,YES,YES,NO,NO,49.70699989,-123.1508761
2019/2020,4848008,Mamquam Elementary,048,Sea to Sky,Public School,PO Box 160,Garibaldi Highlands           ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.73834213,-123.1371127
2019/2020,4848011,Ecole Squamish Elementary,048,Sea to Sky,Public School,PO Box 1040 STN Main,Squamish                      ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.70472025,-123.1494693
2019/2020,4848014,Blackwater Creek Elementary,048,Sea to Sky,Public School,Box 1729 9667 Portage Road,Devine                        ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,50.52347914,-122.4960975
2019/2020,4848018,Garibaldi Highlands Elementary,048,Sea to Sky,Public School,PO Box 280,Garibaldi Highlands           ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,49.74191333,-123.1121288
2019/2020,4848019,Valleycliffe Elementary,048,Sea to Sky,Public School,PO Box 2240 STN Main,Squamish                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,49.70345987,-123.1234448
2019/2020,4848020,Myrtle Philip Community School,048,Sea to Sky,Public School,PO Box 97,Whistler                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.12854612,-122.9632217
