SCHOOL_YEAR,SCHOOL_NUMBER,SCHOOL_NAME,DISTRICT_NUMBER,DISTRICT_NAME,PUBLIC_OR_INDEPENDENT,STREET_ADDRESS,PHYSICAL_ADDRESS_CITY,FACILTY_TYPE,SCHOOL_EDUCATION_LEVEL,HAS_CORE_FRENCH,HAS_EARLY_FRENCH_IMMERSION,HAS_LATE_FRENCH_IMMERSION,HAS_PROG_FRANCOPHONE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE
2019/2020,8389021,North Canoe Elementary,083,North Okanagan-Shuswap,Public School,PO Box 78,Canoe                         ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.74682548,-119.2280597
2019/2020,8389022,Salmon Arm West Elementary,083,North Okanagan-Shuswap,Public School,4750 10 Ave SW,Salmon Arm                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.69227818,-119.3400111
2019/2020,8389023,South Broadview Elementary,083,North Okanagan-Shuswap,Public School,3200 6 Ave NE,Salmon Arm                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.7035466,-119.2480803
2019/2020,8389028,Bastion Elementary,083,North Okanagan-Shuswap,Public School,2251 12 Ave NE,Salmon Arm                    ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,50.709798,-119.2577771
2019/2020,8389029,Sorrento Elementary,083,North Okanagan-Shuswap,Public School,PO Box 220,Sorrento                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.87926455,-119.4762505
2019/2020,8389032,Parkview Elementary School,083,North Okanagan-Shuswap,Public School,PO Box 444,Sicamous                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.8348,-118.976
2019/2020,8389033,Hillcrest Elementary,083,North Okanagan-Shuswap,Public School,1180 20 St SE,Salmon Arm                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.6907377,-119.260592
2019/2020,8396116,North Okanagan Junior Academy,083,North Okanagan-Shuswap,Independent School,4699 South Grandview Flats Rd,Armstrong                     ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.39765455,-119.2840856
2019/2020,8396240,King's Christian School,083,North Okanagan-Shuswap,Independent School,350B 30 St NE,Salmon Arm                    ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.70232795,-119.2495487
2019/2020,8396329,Shuswap SDA,083,North Okanagan-Shuswap,Independent School,3270 B 60th Ave NE,Salmon Arm                    ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,50.7431992,-119.247469
2019/2020,8396713,Anchor Academy (DL),083,North Okanagan-Shuswap,Independent School,PO Box 3015,Salmon Arm                    ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.65963714,-119.2018432
2019/2020,8396714,Christian Homelearners eStreams,083,North Okanagan-Shuswap,Independent School,PO Box 162,Grindrod                      ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,YES,NO,NO,NO,50.62062031,-119.1449067
2019/2020,8396846,Mountain View Christian,083,North Okanagan-Shuswap,Independent School,20 Gardom Lake Rd,Enderby                       ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,50.61777807,-119.1827968
2019/2020,8399072,Salmon Arm Storefront,083,North Okanagan-Shuswap,Public School,PO Box 129,Salmon Arm                    ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,50.69663089,-119.285746
2019/2020,8399132,Educational Outreach Program,083,North Okanagan-Shuswap,Public School,PO Box 129,Salmon Arm                    ,Distributed Learning Programs           ,SECONDARY,NO,NO,NO,NO,50.70371881,-119.2701559
2019/2020,8484000,Continuing Ed SD 84,084,Vancouver Island West,Public School,General Delivery,Kyuquot                       ,Continuing Education                    ,NO ENROLMENT REPORTED,NO,NO,NO,NO,49.78300499,-126.0512108
2019/2020,8484011,Ray Watkins Elementary,084,Vancouver Island West,Public School,PO Box 190,Gold River                    ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,49.78318018,-126.0516858
2019/2020,8484012,Gold River Secondary,084,Vancouver Island West,Public School,PO Box 700,Gold River                    ,Standard School                         ,SECONDARY,YES,NO,NO,NO,49.77487217,-126.0518024
2019/2020,8484022,Captain Meares Elem-Secondary,084,Vancouver Island West,Public School,PO Box 70,Tahsis                        ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.92679724,-126.6513145
2019/2020,8484031,Zeballos Elem-Secondary,084,Vancouver Island West,Public School,PO Box 128,Zeballos                      ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.98965439,-126.8504429
2019/2020,8484041,Kyuquot Elementary Secondary,084,Vancouver Island West,Public School,General Delivery,Kyuquot                       ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,50.0328456,-127.374692
2019/2020,8499311,Tsawalk Learning Centre,084,Vancouver Island West,Public School,PO Box 700,Gold River                    ,Alternate Programs                      ,ELEMENTARY SECONDARY,NO,NO,NO,NO,49.18595578,-123.9570615
2019/2020,8585001,A J Elliott Elementary,085,Vancouver Island North,Public School,PO Box 149,Sointula                      ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.62645457,-127.0122499
2019/2020,8585008,Alert Bay Elementary,085,Vancouver Island North,Public School,PO Box 29,Alert Bay                     ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.58093953,-126.9202999
2019/2020,8585017,Fort Rupert Elementary,085,Vancouver Island North,Public School,PO Box 674,Port Hardy                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.69683739,-127.4234685
2019/2020,8585018,North Island Secondary,085,Vancouver Island North,Public School,PO Box 100,Port McNeill                  ,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.58500773,-127.07843
2019/2020,8585020,Sea View Elem-Jr Secondary,085,Vancouver Island North,Public School,PO Box 260,Port Alice                    ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.42837998,-127.4871039
2019/2020,8585023,Eagle View Elementary,085,Vancouver Island North,Public School,PO Box 369,Port Hardy                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.72698825,-127.50065
2019/2020,8585026,Port Hardy Secondary,085,Vancouver Island North,Public School,PO Box 27,Port Hardy                    ,Standard School                         ,SECONDARY,YES,NO,NO,NO,50.72478166,-127.506524
2019/2020,8585028,Sunset Elementary,085,Vancouver Island North,Public School,PO Box 160,Port McNeill                  ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,50.58480228,-127.0739332
2019/2020,8585029,Cheslakees Elementary,085,Vancouver Island North,Public School,PO Box 1390,Port McNeill                  ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,50.5802,-127.065
2019/2020,8596190,Avalon Adventist Christian Academy,085,Vancouver Island North,Independent School,PO Box 974,Port Hardy                    ,Standard School                         ,ELEMENTARY JR SECONDARY,YES,NO,NO,NO,50.68827502,-127.3999869
2019/2020,8597094,T'lisalagi'lakw School,085,Vancouver Island North,Independent School,PO Box 50,Alert Bay                     ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,50.596826,-126.934556
2019/2020,8597142,Gwa'sala-'Nakwaxda'xw School,085,Vancouver Island North,Independent School,PO Box 1799,Port Hardy                    ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,50.73649597,-127.4987124
2019/2020,8599099,Eke Me-Xi School,085,Vancouver Island North,Public School,PO Box 90,Port Hardy                    ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,50.73363533,-127.4968259
2019/2020,8787002,Denetia Elementary,087,Stikine,Public School,PO Box 40,Lower Post                    ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,59.92435525,-128.4915893
2019/2020,8787003,Tahltan School,087,Stikine,Public School,PO Box 12,Telegraph Creek               ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,57.90320049,-131.1605669
2019/2020,8787010,Atlin School,087,Stikine,Public School,PO Box 83,Atlin                         ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,59.57409947,-133.6877872
2019/2020,8787011,Dease Lake School,087,Stikine,Public School,PO Box 280,Dease Lake                    ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,58.43893031,-130.0121934
2019/2020,8797074,Aatse Davie School,087,Stikine,Independent School,PO Box 79,Fort Ware                     ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,57.42360896,-125.6291589
2019/2020,8797088,Klappan Independent Day School,087,Stikine,Independent School,PO Box 60,Iskut                         ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,57.83710415,-129.9879677
2019/2020,9155004,Francois Lake Elementary,091,Nechako Lakes,Public School,PO Box 600,Francois Lake                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.05158165,-125.7408158
2019/2020,9155005,Grassy Plains School,091,Nechako Lakes,Public School,34310 Keefes Landing Rd,Burns Lake                    ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,53.97157403,-125.881276
2019/2020,9155015,Babine Elem-Secondary,091,Nechako Lakes,Public School,PO Box 250,Granisle                      ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,54.88479934,-126.205593
2019/2020,9155017,William Konkin Elementary,091,Nechako Lakes,Public School,Box 7000,Burns Lake                    ,Standard School                         ,ELEMENTARY,NO,YES,NO,NO,54.23590349,-125.7525899
2019/2020,9156001,Mapes Elementary,091,Nechako Lakes,Public School,14907 Mapes Rd,Vanderhoof                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,53.8833197,-123.8747603
2019/2020,9156002,Fraser Lake Elem-Secondary,091,Nechako Lakes,Public School,PO Bag Service 1002,Fraser Lake                   ,Standard School                         ,ELEMENTARY SECONDARY,YES,YES,NO,NO,54.05909175,-124.8482654
2019/2020,9156003,W L Mcleod Elementary,091,Nechako Lakes,Public School,PO Box 559,Vanderhoof                    ,Standard School                         ,ELEMENTARY,YES,YES,NO,NO,54.01954994,-124.0071089
2019/2020,9156007,Fort St James Secondary,091,Nechako Lakes,Public School,PO Box 220,Fort St James                 ,Standard School                         ,SECONDARY,YES,NO,NO,NO,54.4442984,-124.2499406
2019/2020,9156010,Sinkutview Elementary,091,Nechako Lakes,Public School,3348 Sinkut View Rd,Vanderhoof                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.02866424,-124.037041
2019/2020,9156013,Evelyn Dickson Elementary,091,Nechako Lakes,Public School,PO Box 1970,Vanderhoof                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.00973171,-124.0073675
2019/2020,9156015,David Hoy Elementary,091,Nechako Lakes,Public School,PO Box 880,Fort St James                 ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.44800261,-124.2577652
2019/2020,9156019,Mouse Mountain Elementary,091,Nechako Lakes,Public School,Postal Bag 3001,Fraser Lake                   ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.0602558,-124.8374751
2019/2020,9191000,Continuing Ed SD 91,091,Nechako Lakes,Public School,PO Bag 8000,Vanderhoof                    ,Continuing Education                    ,NO ENROLMENT REPORTED,NO,NO,NO,NO,54.01803356,-124.0075833
2019/2020,9191022,Decker Lake Elementary,091,Nechako Lakes,Public School,6710 Decker Lake Frtg Rd,Burns Lake                    ,Standard School                         ,ELEMENTARY,YES,NO,NO,NO,54.28594462,-125.8232161
2019/2020,9191023,Lakes District Secondary,091,Nechako Lakes,Public School,Box 3000,Burns Lake                    ,Standard School                         ,SECONDARY,YES,NO,NO,NO,54.23468529,-125.7698915
2019/2020,9191024,Nechako Valley Secondary,091,Nechako Lakes,Public School,PO Box 950,Vanderhoof                    ,Standard School                         ,ELEMENTARY SECONDARY,YES,NO,NO,NO,54.01800563,-124.0053372
2019/2020,9196232,Northside Christian School,091,Nechako Lakes,Independent School,3337 Voth Rd,Vanderhoof                    ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,54.02875818,-124.041967
2019/2020,9196415,Decker Lake Mennonite School,091,Nechako Lakes,Independent School,310 Osatuik Rd,Burns Lake                    ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,54.28510361,-125.8260003
2019/2020,9196531,Vanderhoof Mennonite School,091,Nechako Lakes,Independent School,5275 Griffith Rd,Vanderhoof                    ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,53.99812086,-123.9735807
2019/2020,9196532,Danskin Mennonite School,091,Nechako Lakes,Independent School,47932 Olson Rd,Burns Lake                    ,Standard School                         ,ELEMENTARY JR SECONDARY,NO,NO,NO,NO,53.98492198,-125.7996639
2019/2020,9196759,Woodland Centre School,091,Nechako Lakes,Independent School,7360 Hwy 16E,Vanderhoof                    ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,53.95768265,-123.9658878
2019/2020,9197495,Nak'albun Elementary School,091,Nechako Lakes,Independent School,PO Box 1390,Fort St James                 ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,54.451793,-124.266888
2019/2020,9199085,Ebus Academy,091,Nechako Lakes,Public School,PO Bag 8000,Vanderhoof                    ,Distributed Learning Programs           ,ELEMENTARY SECONDARY,NO,NO,NO,NO,54.01954994,-124.0071089
2019/2020,9199187,Fort St James Alternate Secondary,091,Nechako Lakes,Public School,PO Box 220,Fort St James                 ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,54.4442984,-124.2499406
2019/2020,9199207,Valhalla High,091,Nechako Lakes,Public School,PO Box 950,Vanderhoof                    ,Alternate Programs                      ,ELEMENTARY SECONDARY,NO,NO,NO,NO,54.01757903,-124.0111365
2019/2020,9199209,Lakes Learning Centre,091,Nechako Lakes,Public School,PO Box 3000,Burns Lake                    ,Alternate Programs                      ,SECONDARY,NO,NO,NO,NO,54.23215,-125.7644546
2019/2020,9292007,Nisga'a Elementary Secondary,092,Nisga'a,Public School,Box 239,New Aiyansh                   ,Standard School                         ,ELEMENTARY SECONDARY,NO,NO,NO,NO,55.2051,-129.073
2019/2020,9292008,Nathan Barton Elementary,092,Nisga'a,Public School,1310 Volunteer St,Kincolith                     ,Standard School                         ,ELEMENTARY,NO,NO,NO,NO,54.99473988,-129.9552736
